#TEXT/SIMPLE
# elo ehi spectrum
4.790000000000 4.800000000000 7.4009525634497e-08
4.800000000000 4.810000000000 7.3401277494476e-08
4.810000000000 4.820000000000 7.2794041300935e-08
4.820000000000 4.830000000000 7.2186784276654e-08
4.830000000000 4.840000000000 7.1579508396012e-08
4.840000000000 4.850000000000 7.0972757543647e-08
4.850000000000 4.860000000000 7.0368030165052e-08
4.860000000000 4.870000000000 6.9763592552789e-08
4.870000000000 4.880000000000 6.9159753841157e-08
4.880000000000 4.890000000000 6.8557232975241e-08
4.890000000000 4.900000000000 6.7965996342542e-08
4.900000000000 4.910000000000 6.7377534583249e-08
4.910000000000 4.920000000000 6.6789290273261e-08
4.920000000000 4.930000000000 6.6201069789787e-08
4.930000000000 4.940000000000 6.5612831714190e-08
4.940000000000 4.950000000000 6.5024659577655e-08
4.950000000000 4.960000000000 6.4437462632237e-08
4.960000000000 4.970000000000 6.3850568603170e-08
4.970000000000 4.980000000000 6.3263657391712e-08
4.980000000000 4.990000000000 6.2676729182611e-08
4.990000000000 5.0 6.2129822763297e-08
5.0 5.010000000000 6.1646722474732e-08
5.010000000000 5.020000000000 6.1164430703241e-08
5.020000000000 5.030000000000 6.0682124722615e-08
5.030000000000 5.040000000000 6.0201002971182e-08
5.040000000000 5.050000000000 5.9724302434303e-08
5.050000000000 5.060000000000 5.9248101484601e-08
5.060000000000 5.070000000000 5.8772066990414e-08
5.070000000000 5.080000000000 5.8296192196263e-08
5.080000000000 5.090000000000 5.7820380333452e-08
5.090000000000 5.100000000000 5.7350813847734e-08
5.100000000000 5.110000000000 5.6913343507535e-08
5.110000000000 5.120000000000 5.6486058620517e-08
5.120000000000 5.130000000000 5.6067134272757e-08
5.130000000000 5.140000000000 5.5798120530860e-08
5.140000000000 5.150000000000 5.5377993642653e-08
5.150000000000 5.160000000000 5.4956237363430e-08
5.160000000000 5.170000000000 5.4537080054878e-08
5.170000000000 5.180000000000 5.4118868508648e-08
5.180000000000 5.190000000000 5.3700646090243e-08
5.190000000000 5.200000000000 5.3282412915910e-08
5.200000000000 5.210000000000 5.2864169102701e-08
5.210000000000 5.220000000000 5.2447467685391e-08
5.220000000000 5.230000000000 5.2037827355934e-08
5.230000000000 5.240000000000 5.1632251269775e-08
5.240000000000 5.250000000000 5.1226843716836e-08
5.250000000000 5.260000000000 5.0821648225918e-08
5.260000000000 5.270000000000 5.0416572096025e-08
5.270000000000 5.280000000000 5.0011486293122e-08
5.280000000000 5.290000000000 4.9606390918097e-08
5.290000000000 5.300000000000 4.9201286072987e-08
5.300000000000 5.310000000000 4.8796266169390e-08
5.310000000000 5.320000000000 4.8391406902057e-08
5.320000000000 5.330000000000 4.7988191887738e-08
5.330000000000 5.340000000000 4.7587036765613e-08
5.340000000000 5.350000000000 4.7186027964665e-08
5.350000000000 5.360000000000 4.6785010329561e-08
5.360000000000 5.370000000000 4.6383983953258e-08
5.370000000000 5.380000000000 4.5985152614044e-08
5.380000000000 5.390000000000 4.5593637927842e-08
5.390000000000 5.400000000000 4.5202708874788e-08
5.400000000000 5.410000000000 4.4811805569843e-08
5.410000000000 5.420000000000 4.4420897923743e-08
5.420000000000 5.430000000000 4.4030041426364e-08
5.430000000000 5.440000000000 4.3639492006193e-08
5.440000000000 5.450000000000 4.3261612848609e-08
5.450000000000 5.460000000000 4.2923764892261e-08
5.460000000000 5.470000000000 4.2602481499351e-08
5.470000000000 5.480000000000 4.2281191412075e-08
5.480000000000 5.490000000000 4.1959894705200e-08
5.490000000000 5.500000000000 4.1638837546276e-08
5.500000000000 5.510000000000 4.1318409709509e-08
5.510000000000 5.520000000000 4.0998009750010e-08
5.520000000000 5.530000000000 4.0677709054790e-08
5.530000000000 5.540000000000 4.0357463076133e-08
5.540000000000 5.550000000000 4.0037217510784e-08
5.550000000000 5.560000000000 3.9716973540706e-08
5.560000000000 5.570000000000 3.9410187185525e-08
5.570000000000 5.580000000000 3.9119524145854e-08
5.580000000000 5.590000000000 3.8831147492597e-08
5.590000000000 5.600000000000 3.8543050551108e-08
5.600000000000 5.610000000000 3.8255216171288e-08
5.610000000000 5.620000000000 3.7969027792240e-08
5.620000000000 5.630000000000 3.7685022788203e-08
5.630000000000 5.640000000000 3.7401026661505e-08
5.640000000000 5.650000000000 3.7118424263143e-08
5.650000000000 5.660000000000 3.6838314948513e-08
5.660000000000 5.670000000000 3.6558401734185e-08
5.670000000000 5.680000000000 3.6278906166760e-08
5.680000000000 5.690000000000 3.6001235445083e-08
5.690000000000 5.700000000000 3.5723787322968e-08
5.700000000000 5.710000000000 3.5446364056020e-08
5.710000000000 5.720000000000 3.5168938374680e-08
5.720000000000 5.730000000000 3.4891507973674e-08
5.730000000000 5.740000000000 3.4614072898562e-08
5.740000000000 5.750000000000 3.4336633194531e-08
5.750000000000 5.760000000000 3.4059190270350e-08
5.760000000000 5.770000000000 3.3783540032981e-08
5.770000000000 5.780000000000 3.3509493799881e-08
5.780000000000 5.790000000000 3.3235443152148e-08
5.790000000000 5.800000000000 3.2961388259216e-08
5.800000000000 5.810000000000 3.2688080300417e-08
5.810000000000 5.820000000000 3.2418940935170e-08
5.820000000000 5.830000000000 3.2150505767140e-08
5.830000000000 5.840000000000 3.1882066451818e-08
5.840000000000 5.850000000000 3.1613623029512e-08
5.850000000000 5.860000000000 3.1345175540182e-08
5.860000000000 5.870000000000 3.1076724021756e-08
5.870000000000 5.880000000000 3.0810133033045e-08
5.880000000000 5.890000000000 3.0549246746093e-08
5.890000000000 5.900000000000 3.0288810668687e-08
5.900000000000 5.910000000000 3.0028391413749e-08
5.910000000000 5.920000000000 2.9769430362889e-08
